image,score,timestamp
41N_20250725_102155.JPG,0,2025-08-24 15:47:59
18N_20250716_030932.JPG,1,2025-08-24 15:48:44
31LR_20250701_225750.JPG,1,2025-08-24 15:48:48
71R_20250711_055519.JPG,2,2025-08-24 15:48:58
41R_20250723_100631.JPG,0,2025-08-24 15:49:01
74L_20250627_074205.JPG,1,2025-08-24 15:49:06
18L_20250721_160618.JPG,1,2025-08-24 15:49:10
34LR_20250704_070404.JPG,3,2025-08-24 15:49:20
31LR_20250711_055205.JPG,1,2025-08-24 15:49:24
31LR_20250714_030014.JPG,1,2025-08-24 15:49:29
41L_20250627_073517.JPG,1,2025-08-24 15:49:45
71N_20250704_073310.JPG,1,2025-08-24 15:49:48
72L_20250716_032543.JPG,1,2025-08-24 15:49:51
22N_20250709_033810.JPG,1,2025-08-24 15:49:53
31R_20250721_161050.JPG,0,2025-08-24 15:49:57
50R_20250627_074442.JPG,1,2025-08-24 15:50:05
34N_20250704_070158.JPG,1,2025-08-24 15:50:08
18R_20250630_072026.JPG,2,2025-08-24 15:50:14
41R_20250714_022732.JPG,0,2025-08-24 15:50:17
34RR_20250714_022521.JPG,1,2025-08-24 15:50:21
87LR_20250723_100047.JPG,1,2025-08-24 15:50:24
50L_20250704_071836.JPG,1,2025-08-24 15:50:31
18N_20250701_225429.JPG,2,2025-08-24 15:50:36
87R_20250721_154311.JPG,1,2025-08-24 15:50:40
87N_20250725_074745.JPG,2,2025-08-24 15:50:45
87N_20250711_052523.JPG,2,2025-08-24 15:50:49
34L_20250627_073304.JPG,2,2025-08-24 15:50:51
87LR_20250718_003916.JPG,1,2025-08-24 15:50:54
31N_20250716_031754.JPG,1,2025-08-24 15:50:58
34L_20250709_032238.JPG,2,2025-08-24 15:51:01
31LR_20250718_012055.JPG,1,2025-08-24 15:51:04
74R_20250718_010342.JPG,3,2025-08-24 15:51:12
87R_20250709_031800.JPG,2,2025-08-24 15:51:16
74L_20250716_030326.JPG,2,2025-08-24 15:51:22
87R_20250714_021801.JPG,2,2025-08-24 15:51:31
22N_20250711_053432.JPG,1,2025-08-24 15:51:36
87LR_20250704_070051.JPG,1,2025-08-24 15:51:40
71LR_20250709_035336.JPG,0,2025-08-24 15:51:44
74LR_20250725_113553.JPG,1,2025-08-24 15:51:48
72N_20250711_055819.JPG,1,2025-08-24 15:52:00
34L_20250716_024711.JPG,3,2025-08-24 15:52:10
87L_20250704_070002.JPG,1,2025-08-24 15:52:14
71R_20250627_075151.JPG,2,2025-08-24 15:52:16
87L_20250701_223237.JPG,2,2025-08-24 15:52:17
18LR_20250627_074631.JPG,2,2025-08-24 15:52:20
74R_20250704_071553.JPG,3,2025-08-24 15:52:24
31LR_20250709_034344.JPG,0,2025-08-24 15:52:27
18N_20250723_102023.JPG,0,2025-08-24 15:52:29
22R_20250711_053539.JPG,2,2025-08-24 15:52:38
87L_20250627_072719.JPG,2,2025-08-24 15:52:45
72L_20250723_103244.JPG,0,2025-08-24 15:52:49
87R_20250630_070126.JPG,1,2025-08-24 15:52:53
18R_20250711_054801.JPG,1,2025-08-24 15:52:55
72N_20250630_073459.JPG,0,2025-08-24 15:52:59
72R_20250723_103025.JPG,0,2025-08-24 15:53:01
34L_20250711_052804.JPG,2,2025-08-24 15:53:05
74R_20250716_030118.JPG,2,2025-08-24 15:53:07
34L_20250709_032227.JPG,2,2025-08-24 15:53:10
34N_20250709_032128.JPG,2,2025-08-24 15:53:13
22R_20250714_023144.JPG,1,2025-08-24 15:53:16
74R_20250723_101222.JPG,3,2025-08-24 15:53:27
87R_20250704_065928.JPG,2,2025-08-24 15:53:29
22L_20250704_071130.JPG,1,2025-08-24 15:53:33
22LR_20250716_025716.JPG,0,2025-08-24 15:53:36
18L_20250711_054541.JPG,0,2025-08-24 15:53:39
72R_20250714_031212.JPG,0,2025-08-24 15:53:42
74N_20250701_224421.JPG,0,2025-08-24 15:53:55
50LR_20250714_024437.JPG,2,2025-08-24 15:54:09
71LR_20250721_161303.JPG,1,2025-08-24 15:54:12
18R_20250723_101804.JPG,1,2025-08-24 15:54:15
74LR_20250709_035534.JPG,2,2025-08-24 15:54:17
71LR_20250711_055440.JPG,1,2025-08-24 15:54:19
41L_20250723_100549.JPG,3,2025-08-24 15:54:21
87R_20250627_072848.JPG,2,2025-08-24 15:54:24
34RR_20250725_094025.JPG,3,2025-08-24 15:54:27
31R_20250701_225659.JPG,0,2025-08-24 15:54:29
50L_20250630_071620.JPG,2,2025-08-24 15:54:32
87LR_20250627_073001.JPG,1,2025-08-24 15:54:35
74L_20250711_053832.JPG,2,2025-08-24 15:54:53
22L_20250718_005851.JPG,3,2025-08-24 15:54:58
31RR_20250723_102525.JPG,3,2025-08-24 15:55:01
22L_20250630_071139.JPG,2,2025-08-24 15:55:04
34L_20250701_223531.JPG,2,2025-08-24 15:55:06
18R_20250714_025439.JPG,1,2025-08-24 15:56:03
41L_20250711_053108.JPG,2,2025-08-24 15:56:08
22R_20250627_073839.JPG,1,2025-08-24 15:56:15
22LR_20250718_005440.JPG,0,2025-08-24 15:56:18
22N_20250725_104252.JPG,3,2025-08-24 15:56:21
22LR_20250704_070946.JPG,0,2025-08-24 15:56:24
71L_20250718_012224.JPG,1,2025-08-24 15:56:27
18R_20250704_072145.JPG,1,2025-08-24 15:56:29
31LR_20250721_160900.JPG,1,2025-08-24 15:56:32
31N_20250721_161143.JPG,3,2025-08-24 15:56:37
18LR_20250630_072111.JPG,2,2025-08-24 15:57:12
72N_20250701_230211.JPG,0,2025-08-24 15:57:28
18N_20250627_074741.JPG,2,2025-08-24 15:57:38
50LR_20250716_030610.JPG,1,2025-08-24 15:57:42
22LR_20250630_071105.JPG,3,2025-08-24 15:57:47
31N_20250723_102334.JPG,3,2025-08-24 15:58:05
50N_20250714_024338.JPG,2,2025-08-24 15:58:17
71LR_20250630_073058.JPG,1,2025-08-24 16:06:12
31LR_20250716_031428.JPG,2,2025-08-24 16:06:18
72N_20250627_075447.JPG,0,2025-08-24 16:06:32
87LR_20250721_154152.JPG,1,2025-08-24 16:06:35
41L_20250718_005009.JPG,2,2025-08-24 16:06:38
50LR_20250704_072038.JPG,0,2025-08-24 16:06:47
31RR_20250714_030131.JPG,3,2025-08-24 16:07:00
71L_20250721_161351.JPG,1,2025-08-24 16:07:15
71R_20250701_230050.JPG,1,2025-08-24 16:07:22
41N_20250704_070601.JPG,0,2025-08-24 16:07:25
34RR_20250627_073336.JPG,2,2025-08-24 16:07:47
87L_20250627_072649.JPG,2,2025-08-24 16:07:50
74N_20250725_113000.JPG,1,2025-08-24 16:07:52
18LR_20250704_072358.JPG,2,2025-08-24 16:07:55
31R_20250709_034826.JPG,0,2025-08-24 16:07:58
22L_20250721_155104.JPG,2,2025-08-24 16:08:01
72N_20250721_161901.JPG,1,2025-08-24 16:08:04
87L_20250716_024236.JPG,2,2025-08-24 16:08:06
72R_20250704_074142.JPG,0,2025-08-24 16:08:09
50L_20250723_101521.JPG,1,2025-08-24 16:08:11
74N_20250721_155717.JPG,0,2025-08-24 16:08:14
34RR_20250721_154705.JPG,3,2025-08-24 16:08:19
50LR_20250721_160059.JPG,1,2025-08-24 16:08:24
87R_20250725_085056.JPG,1,2025-08-24 16:08:27
71LR_20250704_073422.JPG,0,2025-08-24 16:08:51
31RR_20250701_225538.JPG,2,2025-08-24 16:08:57
31LR_20250630_072419.JPG,1,2025-08-24 16:09:01
34N_20250725_092508.JPG,2,2025-08-24 16:09:10
